,lat,long,class,text,time,scale
1405,42.52605,-83.441942,D,1,1,2.0
1406,42.526142,-71.49798,D,2,2,2.8284271247461903
1407,42.529187,-83.325363,D,1,1,2.0
1408,42.530837,-83.248591,D,1,1,2.0
1409,42.534811,-83.091535,D,3,3,3.4641016151377544
1410,42.538811,-87.959452,D,1,1,2.0
1411,42.53915,-70.923007,D,1,1,2.0
1412,42.57228,-70.740864,D,2,2,2.8284271247461903
1413,42.580322,-73.731523,D,1,1,2.0
1414,42.604079,-71.145979,D,1,1,2.0
1415,42.605989,-71.382444,D,1,1,2.0
1416,42.607297,-81.835697,D,1,1,2.0
1417,42.611619,-83.44622,D,1,1,2.0
1418,42.618566,-84.63184,D,2,2,2.8284271247461903
1419,42.626286,-87.915353,D,2,2,2.8284271247461903
1420,42.627801,-82.976654,D,1,1,2.0
1421,42.630077,-82.859608,D,1,1,2.0
1422,42.636915,-70.884728,D,1,1,2.0
1423,42.640878,-88.569022,D,1,1,2.0
1424,42.667745,-87.910314,D,1,1,2.0
1425,42.676375,-73.832933,D,5,5,4.47213595499958
1426,42.677972,-87.877863,D,2,2,2.8284271247461903
1427,42.681889,-84.720053,D,1,1,2.0
1428,42.696984,-72.557247,D,5,5,4.47213595499958
1429,42.700087,-71.5749,D,1,1,2.0
1430,42.704505,-84.515906,D,1,1,2.0
1431,42.726853,-73.437741,D,4,4,4.0
1432,42.731229,-84.483739,D,2,2,2.8284271247461903
1433,42.73759,-71.284469,D,3,3,3.4641016151377544
1434,42.75267,-83.80635,D,1,1,2.0
1435,42.752988,-74.03435,D,1,1,2.0
1436,42.77232,-86.212713,D,1,1,2.0
1437,42.775296,-73.72126,D,1,1,2.0
1438,42.776081,-83.659922,D,1,1,2.0
1439,42.790895,-70.93895,D,2,2,2.8284271247461903
1440,42.790953,-71.589882,D,2,2,2.8284271247461903
1441,42.813864,-103.025614,D,2,2,2.8284271247461903
1442,42.817667,-83.729713,D,1,1,2.0
1443,42.824496,-81.391247,D,4,4,4.0
1444,42.826008,-78.912276,D,7,7,5.291502622129181
1445,42.83309,-71.088352,D,1,1,2.0
1446,42.83611,-87.951617,D,1,1,2.0
1447,42.842935,-85.90144,D,2,2,2.8284271247461903
1448,42.85341,-85.782295,D,1,1,2.0
1449,42.854479,-85.665318,D,1,1,2.0
1450,42.854485,-85.551867,D,1,1,2.0
1451,42.858079,-88.069621,D,2,2,2.8284271247461903
1452,42.863516,-78.799913,D,1,1,2.0
1453,42.86362,-78.696966,D,1,1,2.0
1454,42.883679,-85.751406,D,2,2,2.8284271247461903
1455,42.885184,-85.921923,D,2,2,2.8284271247461903
1456,42.887879,-73.363994,D,1,1,2.0
1457,42.890919,-71.512722,D,1,1,2.0
1458,42.896802,-71.615121,D,1,1,2.0
1459,42.899436,-83.831237,D,2,2,2.8284271247461903
1460,42.90595,-112.505957,D,1,1,2.0
1461,42.913667,-70.877383,D,1,1,2.0
1462,42.917127,-71.084335,D,6,6,4.898979485566356
1463,42.920822,-88.070827,D,7,7,5.291502622129181
1464,42.930427,-85.629677,D,1,1,2.0
1465,42.948903,-78.832497,D,5,5,4.47213595499958
1466,42.955994,-78.941453,D,3,3,3.4641016151377544
1467,42.959625,-83.692863,D,1,1,2.0
1468,42.968277,-76.026142,D,1,1,2.0
1469,42.975404,-77.232093,D,1,1,2.0
1470,42.975833,-83.576507,D,1,1,2.0
1471,42.983681,-89.487156,D,1,1,2.0
1472,42.984026,-76.204476,D,9,9,6.0
1473,42.987905,-75.072113,D,1,1,2.0
1474,42.999457,-82.515067,D,1,1,2.0
1475,43.013673,-70.820242,D,2,2,2.8284271247461903
1476,43.020588,-73.848875,D,1,1,2.0
1477,43.034325,-77.486575,D,1,1,2.0
1478,43.043093,-86.213904,D,1,1,2.0
1479,43.050553,-80.248423,D,3,3,3.4641016151377544
1480,43.066005,-82.339616,D,1,1,2.0
1481,43.07079,-79.075086,D,1,1,2.0
1482,43.072945,-76.167052,D,1,1,2.0
1483,43.08597,-85.581154,D,1,1,2.0
1484,43.087472,-77.694219,D,1,1,2.0
1485,43.110482,-123.442766,D,1,1,2.0
1486,43.154941,-89.2948,D,1,1,2.0
1487,43.159703,-71.622585,D,1,1,2.0
1488,43.166743,-77.623126,D,3,3,3.4641016151377544
1489,43.16754,-112.376169,D,2,2,2.8284271247461903
1490,43.178823,-77.761369,D,2,2,2.8284271247461903
1491,43.1963,-77.534189,D,2,2,2.8284271247461903
1492,43.254154,-70.883673,D,1,1,2.0
1493,43.309929,-79.810961,D,6,6,4.898979485566356
1494,43.310536,-83.761362,D,1,1,2.0
1495,43.318386,-81.443037,D,1,1,2.0
1496,43.332161,-80.413946,D,2,2,2.8284271247461903
1497,43.366298,-64.237659,D,5,5,4.47213595499958
1498,43.373074,-79.810142,D,5,5,4.47213595499958
1499,43.403221,-79.639319,D,40,40,12.649110640673518
1500,43.446466,-70.522531,D,1,1,2.0
1501,43.465641,-96.839502,D,1,1,2.0
1502,43.473802,-80.326879,D,4,4,4.0
1503,43.499362,-97.239256,D,5,5,4.47213595499958
1504,43.50779374,-79.64405557,D,1,1,2.0
1505,43.510172,-116.374494,D,1,1,2.0
1506,43.523489,-116.637186,D,1,1,2.0
1507,43.554887,-79.220024,D,1,1,2.0
1508,43.589036,-79.047315,D,1,1,2.0
1509,43.590179,-116.713205,D,1,1,2.0
1510,43.59427,-72.331133,D,1,1,2.0
1511,43.595844,-70.349558,D,2,2,2.8284271247461903
1512,43.60222,-79.888911,D,3,3,3.4641016151377544
1513,43.605695,-85.52501,D,1,1,2.0
1514,43.619007,-116.314121,D,1,1,2.0
1515,43.640514,-70.346323,D,3,3,3.4641016151377544
1516,43.646884,-79.386766,D,1,1,2.0
1517,43.749761,-79.711527,D,2,2,2.8284271247461903
1518,43.829311,-79.485633,D,1,1,2.0
1519,43.866802,-69.841756,D,1,1,2.0
1520,43.868253,-70.020003,D,1,1,2.0
1521,43.889266,-80.145847,D,1,1,2.0
1522,43.914743,-70.001645,D,1,1,2.0
1523,43.92732,-81.407522,D,1,1,2.0
1524,43.95747,-79.499552,D,2,2,2.8284271247461903
1525,43.988281,-123.208615,D,4,4,4.0
1526,43.992857,-77.752464,D,1,1,2.0
1527,43.999225,-121.373464,D,2,2,2.8284271247461903
1528,44.016826,-79.509317,D,1,1,2.0
1529,44.063506,-79.530928,D,1,1,2.0
1530,44.088966,-82.374927,D,1,1,2.0
1531,44.119612,-94.06457,D,1,1,2.0
1532,44.162288,-79.922967,D,2,2,2.8284271247461903
1533,44.219636,-86.351075,D,1,1,2.0
1534,44.252035,-78.387994,D,1,1,2.0
1535,44.253728,-96.824461,D,1,1,2.0
1536,44.282958,11.584034,D,1,1,2.0
1537,44.284807,-74.157418,D,3,3,3.4641016151377544
1538,44.290196,-69.832494,D,2,2,2.8284271247461903
1539,44.325486,-72.763763,D,1,1,2.0
1540,44.341218,-100.371969,D,1,1,2.0
1541,44.35821,-116.050004,D,1,1,2.0
1542,44.379083,8.665852,D,1,1,2.0
1543,44.386368,-79.799258,D,2,2,2.8284271247461903
1544,44.408479,-73.233379,D,2,2,2.8284271247461903
1545,44.428299,-93.602168,D,1,1,2.0
1546,44.433944,-73.139974,D,1,1,2.0
1547,44.445714,-73.276995,D,3,3,3.4641016151377544
1548,44.47174,-88.139804,D,1,1,2.0
1549,44.493975,-89.60726,D,2,2,2.8284271247461903
1550,44.507051,-76.109996,D,2,2,2.8284271247461903
1551,44.588424,-60.812036,D,1,1,2.0
1552,44.624267,10.491045,D,1,1,2.0
1553,44.649273,-75.022155,D,1,1,2.0
1554,44.672679,-75.5321,D,1,1,2.0
1555,44.685054,-93.489043,D,3,3,3.4641016151377544
1556,44.716911,-93.329811,D,3,3,3.4641016151377544
1557,44.759861,-91.601375,D,2,2,2.8284271247461903
1558,44.774048,-73.117176,D,1,1,2.0
1559,44.77617,-93.64754,D,1,1,2.0
1560,44.800931,-92.98399,D,2,2,2.8284271247461903
1561,44.81197,-64.621502,D,1,1,2.0
1562,44.84812,-93.065629,D,1,1,2.0
1563,44.853813,-123.122916,D,1,1,2.0
1564,44.85982,-93.402474,D,1,1,2.0
1565,44.861156,-93.199772,D,1,1,2.0
1566,44.889964,-93.329515,D,20,20,8.94427190999916
1567,44.890752,-93.207783,D,9,9,6.0
1568,44.890773,-93.105955,D,2,2,2.8284271247461903
1569,44.890915,-93.523339,D,2,2,2.8284271247461903
1570,44.898982,-74.924113,D,1,1,2.0
1571,44.919084,-89.746623,D,1,1,2.0
1572,44.919577,-93.410573,D,2,2,2.8284271247461903
1573,44.920267,-93.645788,D,1,1,2.0
1574,44.95736911,-123.07011638,D,1,1,2.0
1575,44.961937,-76.353876,D,14,14,7.483314773547883
1576,44.96211002,-93.27156867,D,1,1,2.0
1577,44.988051,-93.207642,D,2,2,2.8284271247461903
1578,45.005541,7.57798,D,1,1,2.0
1579,45.033056,-93.056248,D,1,1,2.0
1580,45.035471,-93.272636,D,1,1,2.0
1581,45.063712,-93.402498,D,1,1,2.0
1582,45.064772,-93.528854,D,2,2,2.8284271247461903
1583,45.118611,-93.374494,D,1,1,2.0
1584,45.161052,-72.248934,D,1,1,2.0
1585,45.215499,-93.511116,D,1,1,2.0
1586,45.225319,-80.543875,D,1,1,2.0
1587,45.247922,-122.714308,D,2,2,2.8284271247461903
1588,45.296107,-75.11056,D,2,2,2.8284271247461903
1589,45.334046,-74.229399,D,1,1,2.0
1590,45.345593,-122.869771,D,1,1,2.0
1591,45.348487,10.87689,D,2,2,2.8284271247461903
1592,45.373212,-73.987534,D,1,1,2.0
1593,45.381488,-122.298263,D,1,1,2.0
1594,45.386726,9.040628,D,2,2,2.8284271247461903
1595,45.393108,-122.840168,D,3,3,3.4641016151377544
1596,45.410095,-73.972965,D,10,10,6.324555320336759
1597,45.421863,-122.790065,D,24,24,9.797958971132712
1598,45.426386,-122.867581,D,5,5,4.47213595499958
1599,45.43299,-73.528401,D,2,2,2.8284271247461903
1600,45.446732,-73.668312,D,1,1,2.0
1601,45.488124,-123.011705,D,2,2,2.8284271247461903
1602,45.500424,-73.609583,D,1,1,2.0
1603,45.510736,-73.895339,D,2,2,2.8284271247461903
1604,45.522879,-122.726154,D,1,1,2.0
1605,45.527087,-122.857378,D,2,2,2.8284271247461903
1606,45.533193,-74.024332,D,1,1,2.0
1607,45.543542,-124.848975,D,4,4,4.0
1608,45.625349,-111.185677,D,1,1,2.0
1609,45.707752,-122.599431,D,2,2,2.8284271247461903
1610,45.723722,-108.692879,D,1,1,2.0
1611,45.788171,-122.53725,D,1,1,2.0
1612,45.868781,-66.783402,D,2,2,2.8284271247461903
1613,45.935021,-104.048915,D,1,1,2.0
1614,45.958164,-75.783148,D,1,1,2.0
1615,46.164261,-122.938001,D,1,1,2.0
1616,46.195652,-81.597501,D,3,3,3.4641016151377544
1617,46.217197,-63.196592,D,1,1,2.0
1618,46.386175,-63.84717,D,1,1,2.0
1619,46.568923,-112.106268,D,2,2,2.8284271247461903
1620,46.640323,-120.582182,D,1,1,2.0
1621,46.650616,-92.282745,D,1,1,2.0
1622,46.70823,-117.213215,D,1,1,2.0
1623,46.749023,-100.716225,D,1,1,2.0
1624,46.780202,-114.120325,D,1,1,2.0
1625,46.787881,-96.903853,D,2,2,2.8284271247461903
1626,46.818321,-96.79398,D,1,1,2.0
1627,46.924649,-65.617019,D,1,1,2.0
1628,47.048406,8.388932,D,1,1,2.0
1629,47.110842,-122.415738,D,1,1,2.0
1630,47.115869,-122.579274,D,1,1,2.0
1631,47.145624,-122.336103,D,1,1,2.0
1632,47.166863,-122.562215,D,1,1,2.0
1633,47.18062,-122.397234,D,1,1,2.0
1634,47.185193,-122.58428,D,3,3,3.4641016151377544
1635,47.185281,-120.982466,D,1,1,2.0
1636,47.205593,-122.229539,D,1,1,2.0
1637,47.257029,-122.266398,D,1,1,2.0
1638,47.340174,-122.070326,D,2,2,2.8284271247461903
1639,47.340391,-122.335786,D,2,2,2.8284271247461903
1640,47.345144,-122.144491,D,1,1,2.0
1641,47.348873,0.652869,D,2,2,2.8284271247461903
1642,47.404858,-122.362482,D,1,1,2.0
1643,47.435796,-111.391637,D,1,1,2.0
1644,47.495315,-122.436232,D,31,31,11.135528725660043
1645,47.534965,-122.223209,D,3,3,3.4641016151377544
1646,47.573713,-122.593813,D,1,1,2.0
1647,47.5742,-117.565226,D,1,1,2.0
1648,47.592388,-122.342491,D,1,1,2.0
1649,47.732185,-117.458585,D,1,1,2.0
1650,47.733761,-122.395019,D,1,1,2.0
1651,47.86007,-97.131525,D,4,4,4.0
1652,47.860402,-122.234054,D,3,3,3.4641016151377544
1653,47.884492,-122.294205,D,5,5,4.47213595499958
1654,48.120449,1.446522,D,1,1,2.0
1655,48.336895,-123.784831,D,1,1,2.0
1656,48.433384,-123.478699,D,2,2,2.8284271247461903
1657,48.689345,-122.546166,D,1,1,2.0
1658,48.693809,-65.20375,D,2,2,2.8284271247461903
1659,48.815521,2.224101,D,2,2,2.8284271247461903
1660,48.876587,-58.064073,D,1,1,2.0
1661,49.001921,-122.958937,D,2,2,2.8284271247461903
1662,49.088211,-116.539149,D,1,1,2.0
1663,49.094129,-125.925969,D,1,1,2.0
1664,49.162656,-8.662663,D,1,1,2.0
1665,49.19854,-123.224215,D,5,5,4.47213595499958
1666,49.20453,-121.964505,D,2,2,2.8284271247461903
1667,49.280823,-123.14727,D,1,1,2.0
1668,49.404858,-125.164084,D,1,1,2.0
1669,49.560849,6.069012,D,1,1,2.0
1670,49.620144,-112.93618,D,1,1,2.0
1671,49.713679,-97.350366,D,3,3,3.4641016151377544
1672,49.738317,-94.591813,D,1,1,2.0
1673,49.882531,-6.365194,D,1,1,2.0
1674,49.902006,-125.492873,D,1,1,2.0
1675,50.385342,-113.289908,D,1,1,2.0
1676,50.39659,-104.778398,D,2,2,2.8284271247461903
1677,50.418032,-104.3889,D,1,1,2.0
1678,50.560978,5.523434,D,1,1,2.0
1679,50.574606,-1.957296,D,4,4,4.0
1680,50.750449,3.297662,D,4,4,4.0
1681,50.778429,-1.117912,D,2,2,2.8284271247461903
1682,50.830287,6.772567,D,1,1,2.0
1683,50.84278,-114.316038,D,3,3,3.4641016151377544
1684,50.883056,-1.476463,D,1,1,2.0
1685,51.007528,-4.203039,D,1,1,2.0
1686,51.014933,-113.981626,D,1,1,2.0
1687,51.129736,-0.514943,D,2,2,2.8284271247461903
1688,51.175093,-179.231086,D,5,5,4.47213595499958
1689,51.241238,-114.048657,D,1,1,2.0
1690,51.260955,1.323954,D,1,1,2.0
1691,51.286702,-0.510365,D,2,2,2.8284271247461903
1692,51.34286,-0.322917,D,5,5,4.47213595499958
1693,51.378778,-5.353407,D,1,1,2.0
1694,51.379947,-0.254269,D,1,1,2.0
1695,51.399367,-2.659936,D,1,1,2.0
1696,51.407545,0.309425,D,1,1,2.0
1697,51.419215,-10.22546,D,4,4,4.0
1698,51.419425,-0.111476,D,2,2,2.8284271247461903
1699,51.447362,-3.278624,D,1,1,2.0
1700,51.455116,-0.508684,D,2,2,2.8284271247461903
1701,51.463873,-0.254563,D,1,1,2.0
1702,51.48432,-0.080028,D,4,4,4.0
1703,51.491866,-0.351597,D,1,1,2.0
1704,51.5068,-0.112442,D,1,1,2.0
1705,51.509879,-0.21607,D,4,4,4.0
1706,51.512805,-0.213503,D,1,1,2.0
1707,51.51351351,-0.14476256,D,1,1,2.0
1708,51.518552,-0.142058,D,3,3,3.4641016151377544
1709,51.518605,-0.104501,D,1,1,2.0
1710,51.525469,-0.019481,D,2,2,2.8284271247461903
1711,51.527592,-0.336055,D,3,3,3.4641016151377544
1712,51.53128847,-0.11378055,D,1,1,2.0
1713,51.552749,7.134774,D,3,3,3.4641016151377544
1714,51.564585,-0.170246,D,1,1,2.0
1715,51.583785,-0.799282,D,1,1,2.0
1716,51.640831,-0.297848,D,1,1,2.0
1717,51.672586,-0.335879,D,1,1,2.0
1718,51.688185,-10.619545,D,1,1,2.0
1719,51.712267,-1.289608,D,1,1,2.0
1720,51.937671,-8.162198,D,1,1,2.0
1721,51.977226,-2.034105,D,2,2,2.8284271247461903
1722,52.0689206,1.1960121,D,1,1,2.0
1723,52.250867,-0.678124,D,1,1,2.0
1724,52.278227,4.7289,D,2,2,2.8284271247461903
1725,52.279971,-9.366822,D,2,2,2.8284271247461903
1726,52.338079,13.088304,D,2,2,2.8284271247461903
1727,52.355344,-2.069936,D,1,1,2.0
1728,52.365398,-1.612893,D,1,1,2.0
1729,52.381063,-2.033651,D,3,3,3.4641016151377544
1730,52.381255,-1.846405,D,1,1,2.0
1731,52.580667,-1.215135,D,3,3,3.4641016151377544
1732,52.682057,-6.791799,D,1,1,2.0
1733,52.781074,-7.733993,D,1,1,2.0
1734,52.921473,-1.250136,D,1,1,2.0
1735,52.967568,-10.244525,D,1,1,2.0
1736,53.20465,-4.176128,D,1,1,2.0
1737,53.240191,-3.38639,D,1,1,2.0
1738,53.248878,-110.005527,D,1,1,2.0
1739,53.270474,-8.82365,D,2,2,2.8284271247461903
1740,53.298745,-6.387438,D,7,7,5.291502622129181
1741,53.309898,-1.573648,D,2,2,2.8284271247461903
1742,53.343623,-2.319934,D,1,1,2.0
1743,53.350862,-6.475708,D,2,2,2.8284271247461903
1744,53.354476,-113.402012,D,1,1,2.0
1745,53.36489,-3.008791,D,1,1,2.0
1746,53.374446,-2.215529,D,1,1,2.0
1747,53.395531,-113.71368,D,6,6,4.898979485566356
1748,53.472603,-10.257699,D,1,1,2.0
1749,53.511948,-2.51295,D,1,1,2.0
1750,53.531967,-2.513908,D,1,1,2.0
1751,53.684495,-1.427274,D,1,1,2.0
1752,53.727777,-2.421728,D,1,1,2.0
1753,53.736369,-1.706057,D,2,2,2.8284271247461903
1754,53.8999457,27.6032508,D,1,1,2.0
1755,53.912789,-9.136406,D,1,1,2.0
1756,53.928002,-1.147268,D,1,1,2.0
1757,54.39686,-1.758326,D,1,1,2.0
1758,54.529456,-6.722174,D,2,2,2.8284271247461903
1759,54.624005,-5.847643,D,1,1,2.0
1760,54.633631,-7.660857,D,1,1,2.0
1761,54.858506,-1.457159,D,1,1,2.0
1762,54.882974,-6.360012,D,1,1,2.0
1763,54.939397,-1.380416,D,1,1,2.0
1764,55.155119,-1.612343,D,2,2,2.8284271247461903
1765,55.641189,-4.728538,D,1,1,2.0
1766,55.774596,-4.329174,D,1,1,2.0
1767,55.796184,-4.393285,D,5,5,4.47213595499958
1768,55.894729,-3.328512,D,4,4,4.0
1769,55.941609,13.418033,D,1,1,2.0
1770,56.173608,-3.231349,D,1,1,2.0
1771,56.396367,-5.491345,D,1,1,2.0
1772,56.857067,23.932583,D,1,1,2.0
1773,59.809779,10.491468,D,1,1,2.0
1774,60.021032,24.78281,D,1,1,2.0
1775,60.452529,15.254355,D,1,1,2.0
1776,61.043884,-150.035259,D,2,2,2.8284271247461903
1777,61.956561,5.726841,D,1,1,2.0
0,-38.433859,144.593742,R,1,1,2.0
1,-27.767441,152.668523,R,1,1,2.0
2,21.37939,-157.96614,R,1,1,2.0
3,24.396308,-87.634643,R,2,2,2.8284271247461903
4,25.806057,-80.356354,R,1,1,2.0
5,25.837092,-106.645646,R,1,1,2.0
6,25.858723,-97.580085,R,1,1,2.0
7,26.320692,-80.203991,R,1,1,2.0
8,28.00226,-82.345013,R,1,1,2.0
9,30.124859,-93.314852,R,1,1,2.0
10,30.144425,-88.473228,R,1,1,2.0
11,30.165061,-85.95802,R,5,5,4.47213595499958
12,30.354161,-91.218994,R,1,1,2.0
13,30.355644,-85.605166,R,2,2,2.8284271247461903
14,31.784633,-111.050517,R,1,1,2.0
15,32.53962,-117.282538,R,1,1,2.0
16,32.620678,-96.977527,R,1,1,2.0
17,32.716432,-97.839791,R,1,1,2.0
18,32.997151,-96.85743,R,1,1,2.0
19,33.060615,-117.359298,R,1,1,2.0
20,33.48444,-117.820234,R,1,1,2.0
21,33.628991,-118.082615,R,1,1,2.0
22,33.647503,-84.576827,R,1,1,2.0
23,33.704538,-118.668404,R,4,4,4.0
24,33.825123,-84.348581,R,1,1,2.0
25,33.84596,-118.108568,R,1,1,2.0
26,34.035008,-84.10171,R,1,1,2.0
27,34.105958,-118.719985,R,1,1,2.0
28,34.227495,-118.931619,R,1,1,2.0
29,34.257033,-118.932832,R,1,1,2.0
30,34.40581,-119.913268,R,1,1,2.0
31,34.983674,-85.404424,R,3,3,3.4641016151377544
32,35.002086,-120.00574,R,1,1,2.0
33,35.098693,-101.96758,R,1,1,2.0
34,35.14586,-103.754287,R,1,1,2.0
35,35.47747748,-85.02950425,R,1,1,2.0
36,35.715805,-78.818343,R,1,1,2.0
37,35.909236,139.931565,R,1,1,2.0
38,36.079285,-97.144924,R,1,1,2.0
39,36.129459,-115.384091,R,1,1,2.0
40,36.540739,-83.67529,R,1,1,2.0
41,37.562483,-97.534906,R,1,1,2.0
42,37.688339,-84.37566,R,1,1,2.0
43,37.741191,-120.905115,R,1,1,2.0
44,37.771743,-88.097892,R,2,2,2.8284271247461903
45,38.081329,-85.677333,R,1,1,2.0
46,38.214146,-76.497881,R,1,1,2.0
47,38.28923,-75.71412,R,1,1,2.0
48,38.403186,-84.820309,R,3,3,3.4641016151377544
49,38.660632,-77.362725,R,1,1,2.0
50,38.741142,-104.910562,R,2,2,2.8284271247461903
51,38.767177,-77.137152,R,1,1,2.0
52,38.801826,-77.119401,R,1,1,2.0
53,38.898565,-77.265228,R,1,1,2.0
54,39.052962,-84.710722,R,1,1,2.0
55,39.12466,-77.31732,R,1,1,2.0
56,39.197211,-76.711521,R,1,1,2.0
57,39.5541,-105.091487,R,1,1,2.0
58,39.584088,-79.987463,R,1,1,2.0
59,39.695193,-84.307688,R,1,1,2.0
60,39.719801,-80.519851,R,1,1,2.0
61,39.871811,-75.280284,R,1,1,2.0
62,40.47168,-105.148074,R,1,1,2.0
63,40.477383,-79.76259,R,1,1,2.0
64,40.495865,-74.255641,R,1,1,2.0
65,40.570842,-74.041878,R,1,1,2.0
66,40.64192,-75.481187,R,1,1,2.0
67,40.6758837,-73.9237199,R,1,1,2.0
68,40.683935,-74.026675,R,2,2,2.8284271247461903
69,40.684315,-73.31844,R,1,1,2.0
70,40.767243,-81.498112,R,1,1,2.0
71,40.771234,-73.715895,R,1,1,2.0
72,40.778186,-74.023591,R,1,1,2.0
73,40.950918,-73.727776,R,1,1,2.0
74,41.248445,-72.864342,R,1,1,2.0
75,41.478018,-82.066856,R,1,1,2.0
76,41.563058,-73.76516,R,1,1,2.0
77,41.596435,-93.852921,R,1,1,2.0
78,41.644102,-87.940033,R,1,1,2.0
79,41.676329,-141.561094,R,1,1,2.0
80,41.696088,-90.418108,R,2,2,2.8284271247461903
81,41.723759,-72.718386,R,1,1,2.0
82,41.861729,-88.398748,R,1,1,2.0
83,41.89106,-70.758703,R,1,1,2.0
84,42.352429,-71.160356,R,1,1,2.0
85,42.763657,-73.983266,R,1,1,2.0
86,42.920822,-88.070827,R,1,1,2.0
87,42.956161,-78.696945,R,1,1,2.0
88,43.403221,-79.639319,R,1,1,2.0
89,44.35821,-116.050004,R,1,1,2.0
90,45.707752,-122.599431,R,1,1,2.0
91,45.708432,-87.135317,R,1,1,2.0
92,47.53101411,-122.36149541,R,1,1,2.0
93,49.713679,-97.350366,R,1,1,2.0
94,49.902006,-125.492873,R,1,1,2.0
95,50.750449,3.297662,R,1,1,2.0
96,50.84278,-114.316038,R,1,1,2.0
97,50.991188,4.370328,R,1,1,2.0
98,51.419215,-10.22546,R,1,1,2.0
99,51.483171,9.80043,R,1,1,2.0
100,63.186125,-24.794217,R,1,1,2.0
